DOI,Title,Matched Columns,Matched keywards
10.1109/ISCAS46773.2023.10182017,ECG baseline wander removal using the LSRLMF-based fixed-point interference canceller,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS46773.2023.10182151,RPS-KNN: An Ultra-Fast FPGA Accelerator of Range-Projection-Structure K-Nearest-Neighbor Search for LiDAR Odometry in Smart Vehicles,Abstract,energy-efficient
10.1109/ISCAS46773.2023.10181836,Live Demonstration: Unlocking the Potential of Two-Point Neuronal Cells for Energy-Efficient Training of Deep Networks,Document Title,energy-efficient
10.1109/ISCAS46773.2023.10181489,A Wideband Receiver I/Q Mismatch Calibration Method in FDD Transceiver,Abstract,quantization
10.1109/ISCAS46773.2023.10182011,An Energy-Efficient Delay Insensitive Asynchronous Interface for Globally Asynchronous Locally Synchronous (GALS) System,"Document Title, Abstract, Abstract, IEEE Terms","energy-efficient, energy-efficient, energy consumption, energy consumption"
10.1109/ISCAS46773.2023.10181586,"26TSPC: A Low Hold Time, Low Power Flip-Flop With Clock Path Optimization","Abstract, Abstract","low-power , energy-efficient"
10.1109/ISCAS46773.2023.10181807,"A 7 nW, 1 kHz, −40–170°C Relaxation Oscillator with Switch-Leakage Compensation for Low-Power High-Temperature IoT Systems","Document Title, Abstract","low-power , low-power "
10.1109/ISCAS46773.2023.10181677,"A 11-ns, 3.85-fJ, Deep Sub-threshold, Energy Efficient Level Shifter in 65-nm CMOS","Abstract, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption"
10.1109/ISCAS46773.2023.10181436,In-material reservoir implementation of reservoir-based convolution,"Abstract, Author Keywords","edge ai, edge ai"
10.1109/ISCAS46773.2023.10181549,An Adaptive Event-based Data Converter for Always-on Biomedical Applications at the Edge,Abstract,low-power 
10.1109/ISCAS46773.2023.10182039,HUXIN: In-Memory Crossbar Core for Integration of Biologically Inspired Stochastic Neuron Models,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS46773.2023.10181988,ViTA: A Vision Transformer Inference Accelerator for Edge Applications,Abstract,resource-constrained
10.1109/ISCAS46773.2023.10181912,ANN Inference enabled by Variability Mitigation using 2T-1R Bit Cell-based Design Space Analysis,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS46773.2023.10181879,Energy-Efficient Spiking-CNN-Based Cross-Patient Seizure Detection,"Document Title, Author Keywords","energy-efficient, energy-efficient"
10.1109/ISCAS46773.2023.10182158,An Extremely Low-voltage Floating Gate Artificial Neuron,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS46773.2023.10181739,A Digital Pre-Distortion Technique Canceling Code-and Voltage-Dependent Output Impedance Errors in Current-Steering DACs,Abstract,low-power 
10.1109/ISCAS46773.2023.10181785,Gaussian Process for Nonlinear Regression via Memristive Crossbars,Abstract,quantization
10.1109/ISCAS46773.2023.10181869,A 5.99 TFLOPS/W Heterogeneous CIM-NPU Architecture for an Energy Efficient Floating-Point DNN Acceleration,Abstract,energy-efficient
10.1109/ISCAS46773.2023.10181588,Multiversion Low-Power Hardware Accelerator for the AV1 Interpolation Filters,"Document Title, Abstract, Abstract, IEEE Terms","low-power , low-power , energy consumption, energy consumption"
10.1109/ISCAS46773.2023.10181902,A 332 TOPS/W Input/Weight-Parallel Computing-in-Memory Processor with Voltage-Capacitance-Ratio Cell and Time-Based ADC,Abstract,energy-efficient
10.1109/ISCAS46773.2023.10181551,A 0.9 g Battery-Free Wireless Stimulator with Infrared Communication for Applications in Neural Repair and Regeneration,Abstract,low-power 
10.1109/ISCAS46773.2023.10181572,High-Performance FPGA Implementation of Fully Connected Networks of SAM Neurons,Abstract,energy-efficient
10.1109/ISCAS46773.2023.10181331,A Power Side-Channel Attack on Flash ADC,IEEE Terms,quantization
10.1109/ISCAS46773.2023.10181758,Reconfigurable FET Approximate Computing-based Accelerator for Deep Learning Applications,Abstract,energy-efficient
10.1109/ISCAS46773.2023.10181725,A Passive Noise-Shaping SAR ADC with Energy-Efficient Switching Method,"Document Title, Abstract, Abstract","energy-efficient, quantization, energy-efficient"
10.1109/ISCAS46773.2023.10182086,Powerline Energy Harvesting with Maximum Power Point Tracking for a Wide Current Range,Abstract,mcu
10.1109/ISCAS46773.2023.10181726,ColibriES: A Milliwatts RISC-V Based Embedded System Leveraging Neuromorphic and Neural Networks Hardware Accelerators for Low-Latency Closed-loop Control Applications,"Abstract, Abstract","edge ai, energy consumption"
10.1109/ISCAS46773.2023.10181986,Design of Cryo-CMOS Analog Circuits using the $G_{m}/I_{D}$ Approach,Abstract,low-power 
10.1109/ISCAS46773.2023.10181364,Design of Low-power Analog Circuits in Advanced Technology Nodes using the $G_{m}/I_{D}$ Approach,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS46773.2023.10181650,Architectures and Circuits for Analog-memory-based Hardware Accelerators for Deep Neural Networks (Invited),Abstract,energy-efficient
10.1109/ISCAS46773.2023.10181529,Energy-/Area-Efficient Spintronic ANN-based Digit Recognition via Progressive Modular Redundancy,"Abstract, Abstract, Author Keywords, IEEE Terms","model compression, energy consumption, tinyml, energy consumption"
10.1109/ISCAS46773.2023.10181664,Extreme Generative Human-Oriented Video Coding via Motion Representation Compression,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS46773.2023.10181867,A Versatile and Efficient Neuromorphic Platform for Compute-in-Memory with Selector-less Memristive Crossbars,Abstract,energy-efficient
10.1109/ISCAS46773.2023.10181861,A RISC-V Neuromorphic Micro-Controller Unit (vMCU) with Event-Based Physical Interface and Computational Memory for Low-Latency Machine Perception and Intelligence at the Edge,"Abstract, Author Keywords","tinyml, tinyml"
10.1109/ISCAS46773.2023.10181703,Low-Power Real-Time Sequential Processing with Spiking Neural Networks,"Document Title, Abstract, Abstract","low-power , low-power , energy-efficient"
10.1109/ISCAS46773.2023.10181597,Performance Walls in Machine Learning and Neuromorphic Systems,Abstract,pruning
10.1109/ISCAS46773.2023.10181715,MLAE2: Metareasoning for Latency-Aware Energy-Efficient Autonomous Nano-Drones,"Document Title, Abstract, Abstract","energy-efficient, energy-efficient, energy consumption"
10.1109/ISCAS58744.2024.10558541,A Two-step Fine-tuning Assisted Layout Sizing Scheme for Analog/RF Circuits,Abstract,pruning
10.1109/ISCAS58744.2024.10558184,Three-Phase Motor Driver with Overcurrent Protection Function,Abstract,low-power 
10.1109/ISCAS58744.2024.10558211,A Reduced Spiking Neural Network Architecture for Energy Efficient Context-Dependent Reinforcement Learning Tasks,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558206,Quantization-Robust On-Chip Jitter Measurement Technique for Multiple Local Oscillator Systems,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization"
10.1109/ISCAS58744.2024.10558510,Comparison of DTC Segmentation Methods in Fractional-N Frequency Synthesizers,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS58744.2024.10557855,A Narrowband RF Front End in 22-nm FD-SOI Featuring a Programmable Low-Noise Amplifier with a Configurable Noise-Power Trade-Off,Abstract,low-power 
10.1109/ISCAS58744.2024.10558014,An Ultra-Low Power Time-Domain based SNN Processor for ECG Classification,Abstract,energy consumption
10.1109/ISCAS58744.2024.10557990,SuperHCA: A Super-Resolution Accelerator with Sparsity-Aware Heterogeneous Core Architecture,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS58744.2024.10557971,A 1.41µW Motion Sensing Front-End for Passive Infrared Sensors,Abstract,duty cycling
10.1109/ISCAS58744.2024.10558325,A Low-Power Non-Uniform Third-Derivative-Based Sampling Technique for ECG Applications,"Document Title, IEEE Terms","low-power , quantization"
10.1109/ISCAS58744.2024.10558354,A Novel Methodology for Processor based PUF in Approximate Computing,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10558371,Live Demonstration: Man-in-the-Middle Attack on Edge Artificial Intelligence,"Abstract, Abstract, IEEE Terms","edge ai, quantization, quantization"
10.1109/ISCAS58744.2024.10558179,"A 6-µW AC-Coupled, Two-Step Incremental ∆Σ ADC for High-Density Neural Recording","Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization"
10.1109/ISCAS58744.2024.10558413,ADHD Classification with Robust Biomarker Detection Using Knowledge Distillation,"Document Title, Abstract, Author Keywords","knowledge distillation, knowledge distillation, knowledge distillation"
10.1109/ISCAS58744.2024.10558559,An Improved Foreground Calibration Method for Capacitor Mismatch in NS-SAR ADC,IEEE Terms,quantization
10.1109/ISCAS58744.2024.10558593,A 10T SRAM with Two Read and Write Modes across Row and Column for CAM Operation and Computing In-Memory,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558276,A Compact Low-Power Bidirectional Two-Wire Interface for Digital Neural Probes,Document Title,low-power 
10.1109/ISCAS58744.2024.10558088,Empirical Study on the Impact of Few-Cost Proxies,"Abstract, Abstract, Author Keywords, Author Keywords","neural architecture search, nas, neural architecture search, nas"
10.1109/ISCAS58744.2024.10558433,A 19.7 TFLOPS/W Multiply-less Logarithmic Floating-Point CIM Architecture with Error-Reduced Compensated Approximate Adder,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10558554,LauWS: Local Adaptive Unstructured Weight Sparsity of Load Balance for DNN in Near-Data Processing,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558248,A 27.5 fJ/step SAR Capacitance-to-Digital Converter Based on Correlated Double Sampling,"Abstract, Abstract","low-power , energy-efficient"
10.1109/ISCAS58744.2024.10557870,A Hardware Instruction Generation Mechanism for Energy-Efficient Computational Memories,"Document Title, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558647,Energy-Efficient Ising Machines Using Capacitance-Coupled Latches for MaxCut Solving,Document Title,energy-efficient
10.1109/ISCAS58744.2024.10558577,A Fully Integrated NB-IoT Wake-Up Receiver Utilizing An Optimized OFDM 12-Point FFT Wake-Up Engine,"Abstract, Author Keywords","low-power , low-power "
10.1109/ISCAS58744.2024.10558692,Monolithic 3D Transposable 3T Embedded DRAM with Back-end-of-line Oxide Channel Transistor,Abstract,energy consumption
10.1109/ISCAS58744.2024.10558214,Optoelectronic Computing Evaluation and Deployment Platform Based on a 256-MAC Silicon Photonic Chip,Abstract,energy consumption
10.1109/ISCAS58744.2024.10558074,Hadamard Multi-Tone Signaling in Multi-Wire Pulse Amplitude Modulation for Next Generation Wireline Communication,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558636,BETA: Binarized Energy-Efficient Transformer Accelerator at the Edge,"Document Title, Abstract, Abstract, IEEE Terms","energy-efficient, energy-efficient, energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558660,An Energy Efficient Delay Element with Self-shutoff Logic and Delay Extension,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558420,Live Demonstration: A 1920×1080 129fps 4.3pJ/pixel Stereo-Matching Processor for Low-power Applications,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS58744.2024.10558177,CIMR-V: An End-to-End SRAM-based CIM Accelerator with RISC-V for AI Edge Device,"Abstract, Author Keywords","keyword spotting, pruning"
10.1109/ISCAS58744.2024.10558641,Low-latency Buffering for Mixed-precision Neural Network Accelerator with MulTAP and FQPipe,Author Keywords,quantization
10.1109/ISCAS58744.2024.10557913,Amalgamating Knowledge for Comprehensive Classification with Uncertainty Suppression,"Abstract, Author Keywords","knowledge distillation, knowledge distillation"
10.1109/ISCAS58744.2024.10557948,A 91 dB SNDR Calibration-Free Fully-Passive Noise-Shaping SAR ADC with Mismatch Error Shaping,"Abstract, Abstract, IEEE Terms","low-power , energy-efficient, quantization"
10.1109/ISCAS58744.2024.10558658,Memristor-based hardware and algorithms for higher-order Hopfield optimization solver outperforming quadratic Ising machines,IEEE Terms,energy consumption
10.1109/ISCAS58744.2024.10558590,Power-Efficient and Small-Area Approximate Multiplier Design with FPGA-Based Compressors,"Abstract, Author Keywords","low-power , low-power "
10.1109/ISCAS58744.2024.10558546,AFT-CIM: An Energy Efficient ADC-Free Transpose Computing-in-Memory Macro for MAC Operations,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10557950,A K-Band Eight-Element Dual-Beam Receiver With Current-Sharing-Based Low-Power Technique for LEO SATCOM in 65-nm CMOS,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS58744.2024.10558488,A Simple Zero Average Switching Energy Differential SAR ADC,Abstract,low-power 
10.1109/ISCAS58744.2024.10557958,A Min-Max Optimization Framework for Multi-task Deep Neural Network Compression,"Abstract, Author Keywords, Author Keywords","model compression, model compression, pruning"
10.1109/ISCAS58744.2024.10557881,Most Significant One-Driven Shifting Dynamic Efficient Multipliers for Large Language Models,"Abstract, IEEE Terms","energy-efficient, energy consumption"
10.1109/ISCAS58744.2024.10558628,A Fast Transient PMOS LDO with AP3 Buffer and Shaped-Hybrid-Bias EA Techniques Achieving 8.15ps FOM,Abstract,low-power 
10.1109/ISCAS58744.2024.10558366,"3881 Gbps/W, 3005 µm AES Core with State Based Clock Gating for IoT applications",IEEE Terms,low-power 
10.1109/ISCAS58744.2024.10558484,Live Demonstration: A Target-Separable BWN Inspired Speech Recognition Processor with Low-power Precision-adaptive Approximate Computing,"Document Title, Abstract","low-power , keyword spotting"
10.1109/ISCAS58744.2024.10558566,Streamlining DNN Obfuscation to Defend Against Model Stealing Attacks,"Abstract, Author Keywords","tvm, tvm"
10.1109/ISCAS58744.2024.10558516,A Reconfigurable Fused Multiply-Accumulate For Miscellaneous Operators in Deep Neural Network,Abstract,resource-constrained
10.1109/ISCAS58744.2024.10558682,A V-Band Low-Phase-Noise VCO with Transformer-Based Gm-Boosting Technique,Abstract,low-power 
10.1109/ISCAS58744.2024.10557863,A Low-power Δ-ΔΣ-based Bio-impedance Readout IC with Capacitive-feedback Baseline Cancellation,Document Title,low-power 
10.1109/ISCAS58744.2024.10558307,Efficient Hardware Design of DNN for RF Signal Modulation Recognition,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS58744.2024.10558009,Noise Decomposition Based on VGG and LSTM Networks,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS58744.2024.10557974,Adaptive Informative Semantic Knowledge Transfer for Knowledge Distillation,"Document Title, Abstract, Author Keywords, Author Keywords","knowledge distillation, knowledge distillation, model compression, knowledge distillation"
10.1109/ISCAS58744.2024.10558669,A Low-Power Lock-in Amplifier Suitable for Implementation on a Programmable System on-Chip,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS58744.2024.10558398,A Precision-Scalable Vision Accelerator for Robotic Applications,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10558171,A FPGA-based Energy-Efficient Processor for Radar-based Continuous Fall Detection,"Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/ISCAS58744.2024.10557876,A Compact Low Power Multi-mode Spiking Neuron using Band to Band Tunneling,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10558383,On-chip Data Compression Techniques for High-Density Implantable Neural Recording,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10558392,A 0.04 mm2/Channel Neural Amplifier with An Input-Referred Noise of 4.6 µVrms and Power Consumption of 3 µW,Abstract,low-power 
10.1109/ISCAS58744.2024.10558468,Live Demonstration: Real-time audio and visual inference on the RAMAN TinyML accelerator,Document Title,tinyml
10.1109/ISCAS58744.2024.10558129,CTU-Level Adaptive Quantization Method Joint with GOP based Temporal Filter for Video Coding,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization"
10.1109/ISCAS58744.2024.10558531,Axial Attention Transformer for Fast High-quality Image Style Transfer,Abstract,inference time
10.1109/ISCAS58744.2024.10558367,"Fractional-N Injection-Locked Ring Oscillator Based on Two Points, Varying Strength Injection",IEEE Terms,quantization
10.1109/ISCAS58744.2024.10558351,SPAT: FPGA-based Sparsity-Optimized Spiking Neural Network Training Accelerator with Temporal Parallel Dataflow,IEEE Terms,energy consumption
10.1109/ISCAS58744.2024.10558603,Retraining-free Constraint-aware Token Pruning for Vision Transformer on Edge Devices,"Document Title, Abstract, Author Keywords","pruning, pruning, pruning"
10.1109/ISCAS58744.2024.10558587,Enabling Efficient Hardware Acceleration of Hybrid Vision Transformer (ViT) Networks at the Edge,Abstract,resource-constrained
10.1109/ISCAS58744.2024.10557866,"An inductor-less, cost-effective On-chip CMOS VNA for bio-molecule detection",Abstract,low-power 
10.1109/ISCAS58744.2024.10557862,A Low-Power Multimode Eight-Channel AFE for dToF LiDAR,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS58744.2024.10558512,A Reconfigurable Continuous-Time Delta-Sigma Modulator Structure Using Hybrid Loop Filter and Time-Interleaved Quantizer,Abstract,quantization
10.1109/ISCAS58744.2024.10558661,On Class-Incremental Learning for Fully Binarized Convolutional Neural Networks,"Abstract, Abstract, Author Keywords","binary neural networks, bnn, binary neural networks"
10.1109/ISCAS58744.2024.10558509,A 70dB SNDR 20MHz-BW VCO-Based CT Sturdy MASH Delta-Sigma Modulator with Robust Quantization Error Extraction,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization"
10.1109/ISCAS58744.2024.10558697,A Self-Powered P-SSHI Active Rectifier With Energy-Efficient Adaptive Switch Control for Piezoelectric Energy Harvesting,"Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/ISCAS58744.2024.10558342,Hardware Implementation of a 16 Channel 0.16 μJ/class Neural Tree for on-chip Seizure Detection,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10558552,A Low-Power and High-Precision Time- Domain Winner-Take-All Circuit Based on the Group Search Algorithm,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS58744.2024.10558073,"A 5.80 ns, 22.77 fJ, Energy Efficient Level Shifter Using Auto Switch Logic",Abstract,low-power 
10.1109/ISCAS58744.2024.10558196,Coincidence Detection with an Analog Spiking Neuron Exploiting Ferroelectric Polarization,Abstract,keyword spotting
10.1109/ISCAS58744.2024.10557934,Similarity-Aware Fast Low-Rank Decomposition Framework for Vision Transformers,Abstract,nas
10.1109/ISCAS58744.2024.10558693,Live Demonstration: A Low-cost Wearable Continuous Monitoring Platform for Dengue,Abstract,esp32
10.1109/ISCAS58744.2024.10557835,An In-Memory Power Efficient Computing Architecture with Emerging VGSOT MRAM Device,"Abstract, Abstract","binary neural networks, bnn"
10.1109/ISCAS58744.2024.10558381,A Compact 140nW/input Winner-Take-All Circuit for Spiking Neural Networks,Abstract,low-power 
10.1109/ISCAS58744.2024.10558286,A Precision-Optimized Fixed-Point Near-Memory Digital Processing Unit for Analog In-Memory Computing,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10558589,A Reduced-Fractional-Spur DPLL Based on Cyclic Single-Delay-Pair Vernier TDC,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS58744.2024.10558548,A Mixed-Signal Compute-in-Memory Architecture for Solving All-to-All Connected MAXCUT Problems with Sub-µs Time-to-Solution,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10558470,Spiking-Hybrid-YOLO for Low-Latency Object Detection,"Abstract, Abstract","low-power , energy consumption"
10.1109/ISCAS58744.2024.10558032,A Precise and Reliable Engine Knock Detection Utilizing Meta Classifier,Abstract,mcu
10.1109/ISCAS58744.2024.10557839,On-Chip Adaptation for Reducing Mismatch in Analog Non-Volatile Device Based Neural Networks,Abstract,resource-constrained
10.1109/ISCAS58744.2024.10558036,"A 0.2 pJ/bit, Energy-Efficient, Half-Rate Hybrid Circuit Topology at 6-Gb/s in 1.2V, 65 nm CMOS","Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/ISCAS58744.2024.10558346,Low Quantization Error Readout Circuit with Fully Charge-Domain Calculation for Computation-in-Memory Deep Neural Network,"Document Title, Abstract, IEEE Terms","quantization, quantization, quantization"
10.1109/ISCAS58744.2024.10558020,Dynamic Control of Reconfigurable Intelligent Surfaces: An IC-Based MOS Varactor Approach,Abstract,energy consumption
10.1109/ISCAS58744.2024.10558055,SPRCPl: An Efficient Tool for SNN Models Deployment on Multi-Core Neuromorphic Chips via Pilot Running,"Abstract, Abstract","pruning, memory usage"
10.1109/ISCAS58744.2024.10558194,A Resource-Constrained Spatio-Temporal Super Resolution Model,"Document Title, Abstract","resource-constrained, resource-constrained"
10.1109/ISCAS58744.2024.10558176,An SRAM Compute-In-Memory Macro Based on Direct Coupling SAR ADC and DAC Reuse,Abstract,low-power 
10.1109/ISCAS58744.2024.10557924,"A 0.96pJ/SOP, 30.23K-neuron/mm2 Heterogeneous Neuromorphic Chip With Fullerene-like Interconnection Topology for Edge-AI Computing","Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS58744.2024.10557942,Constrained Sorter Design using Zero-One Principle,Abstract,pruning
10.1109/ISCAS58744.2024.10558025,Time-based Sensing with Linear Current-to-Time Conversion for Multi-level Resistive Memory,"Abstract, Abstract, IEEE Terms","low-power , energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558495,An 11-Bit 12 GS/s Beam-Forming Receiver ADC for a 2x2 Antenna Array utilizing True Time-Delay with 68 dBc SFDR and 55 dB SNDR,Abstract,low-power 
10.1109/ISCAS58744.2024.10558239,Mismatch calibration strategy for query-driven AER read-out in a memristor-CMOS neuromorphic chip,Abstract,low-power 
10.1109/ISCAS58744.2024.10558534,Realization of Reading-based Ternary Łukasiewicz Logic using Memristive Devices,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558050,Efficient Neural Compression with Inference-time Decoding,"Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization"
10.1109/ISCAS58744.2024.10558145,A Charge-Trap-Transistor-Based Fully Analog Machine Learning Inference Engine for Audio Keyword Spotting,"Document Title, Abstract, Abstract, Author Keywords","keyword spotting, low-power , keyword spotting, keyword spotting"
10.1109/ISCAS58744.2024.10558100,BitPruning: Learning Bitlengths for Aggressive and Accurate Quantization,"Document Title, Author Keywords, IEEE Terms","quantization, quantization, quantization"
10.1109/ISCAS58744.2024.10558001,ARC: Adaptive Rounding and Clipping Considering Gradient Distribution for Deep Convolutional Neural Network Training,"Abstract, Author Keywords, Author Keywords, IEEE Terms","quantization, low-power , quantization, quantization"
10.1109/ISCAS58744.2024.10558622,A Biopotential Recording IC with <10-ms-Settling Hybrid DC Servo Loop,Abstract,low-power 
10.1109/ISCAS58744.2024.10558064,Efficient FPGA Resource Utilization in Wired-Logic Processors Using Coarse and Fine Segmentation of LUTs for Non-Linear Functions,Abstract,keyword spotting
10.1109/ISCAS58744.2024.10558203,FPSeg: Flexible Promptable Semantic Segmentation for Edge Devices,Abstract,inference time
10.1109/ISCAS58744.2024.10558665,Compensation Architecture to Alleviate Noise Effects in RRAM-based Computing-in-memory Chips with Residual Resource,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10558243,An Energy-Efficient Graphene-based Spiking Neural Network Architecture for Pattern Recognition,Document Title,energy-efficient
10.1109/ISCAS58744.2024.10557905,DNA: DC Nodal Analysis Attack for Analog Circuits,Abstract,pruning
10.1109/ISCAS58744.2024.10558491,Neural Network Acceleration Using Digit-Plane Computation with Early Termination,"Abstract, Abstract, IEEE Terms, IEEE Terms","quantization, energy consumption, quantization, energy consumption"
10.1109/ISCAS58744.2024.10558382,A Sub-1pJ/bit Laser Power Independent 32Gb/s Silicon Photonic EAM Driver in 65nm CMOS,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10558634,High Reliable and Accurate Stochastic Computing-based Artificial Neural Network Architecture Design,Abstract,edge ai
10.1109/ISCAS58744.2024.10558072,Dynamic Gradient Sparse Update for Edge Training,"Abstract, Author Keywords","memory usage, memory-efficient"
10.1109/ISCAS58744.2024.10557977,NS-Engine: Near-Sensor Neural Network Engine with SRAM-Based Compute-in-Memory Macro,"Abstract, Abstract","resource-constrained, energy-efficient"
10.1109/ISCAS58744.2024.10558141,Decoupled Multi-teacher Knowledge Distillation based on Entropy,"Document Title, Abstract, Author Keywords","knowledge distillation, knowledge distillation, knowledge distillation"
10.1109/ISCAS58744.2024.10558117,A 4×4 MIMO Discrete Multitone Wireline Transceiver With Far-End Crosstalk Cancellation For ADC-Based High-Speed Serial Links,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10557882,A Flexible FPGA-Based Accelerator for Efficient Inference of Multi-Precision CNNs,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS58744.2024.10558029,LQR and Genetic Algorithms: An Effective Duo for Assessing Control Expenditure and Performance in Dynamic Systems,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558695,A 4-7 GHz Broadband Cryogenic GaAs mHEMT LNA with a Flatness Gain Variation of ±1.2 dB,Abstract,low-power 
10.1109/ISCAS58744.2024.10558058,Neuromorphic Energy Efficient Stress Detection System using Spiking Neural Network,Abstract,low-power 
10.1109/ISCAS58744.2024.10558596,Low-Power Encoder and Compressor Design for Approximate Radix-8 Booth Multiplier,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS58744.2024.10558637,A Novel DA-Based Parallel Architecture for Inner-Product of Variable Vectors,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558673,An Event-Driven High-Speed Imaging and Trace Detection ROIC for Cryogenic Infrared FPAs,Abstract,energy-efficient
10.1109/ISCAS58744.2024.10558147,Data-Free Learning for Lightweight Multi-Weather Image Restoration,"Abstract, Abstract, Author Keywords","resource-constrained, model compression, knowledge distillation"
10.1109/ISCAS58744.2024.10558599,Transposable Memory Based on the Ferroelectric Field-Effect Transistor,Author Keywords,edge ai
10.1109/ISCAS58744.2024.10558053,A 28nm Energy-Area-Efficient Row-based pipelined Training Accelerator with Mixed FXP4/FP16 for On-Device Transfer Learning,"Abstract, Abstract, Author Keywords, IEEE Terms","resource-constrained, quantization, quantization, quantization"
10.1109/ISCAS58744.2024.10557888,A Nanowatt Area-Efficient 16-Channel Bandpass Filterbank with Floating Active Capacitance Multiplier for Acoustic Signal Processing,"Abstract, Abstract","edge ai, energy-efficient"
10.1109/ISCAS58744.2024.10558386,A Low-footprint FFT Accelerator for a RISC-V-based Multi-core DSP in FMCW Radars,Abstract,energy consumption
10.1109/ISCAS58744.2024.10558308,An End-to-End SoC for Brain-Inspired CNN-SNN Hybrid Applications,Abstract,low-power 
10.1109/ISCAS58744.2024.10558046,Design and Analysis of an Energy-efficient Duo-Core SRAM-based Compute-in-Memory Accelerator,"Document Title, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption"
10.1109/ISCAS58744.2024.10558041,Securing On-Chip Learning: Navigating Vulnerabilities and Potential Safeguards in Spiking Neural Network Architectures,Abstract,resource-constrained
10.1109/ISCAS58744.2024.10557970,Walsh-domain Neural Network for Power Amplifier Behavioral Modelling and Digital Predistortion,"Abstract, Abstract","low-power , knowledge distillation"
10.1109/ISCAS58744.2024.10557848,A 3.2-GHz 0.3/0.5 V 16-nm FinFET I/O Buffer With Low-Power PVT Compensation Circuit,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS58744.2024.10558542,Live Demonstration: Optical Communications using Solar Cells,Abstract,low-power 
10.1109/ISCAS58744.2024.10558209,Co-optimized training of models with synaptic delays for digital neuromorphic accelerators,Abstract,pruning
10.1109/ISCAS58744.2024.10557840,"A 19 fJ/op, Low-Offset StrongARM Latch Comparator for Low-Power High-Speed Applications","Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","low-power , low-power , energy consumption, low-power , energy consumption"
10.1109/ISCAS58744.2024.10558432,On the Application of Data Weighted Averaging to Noise Shaping SAR ADCs,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS58744.2024.10558031,A Peak-detector-based Ultra Low Power ECG ASIC for Early Detection of Cardio-Vascular Diseases,Abstract,low-power 
